fake name,school,sex,race/ethnicity,academic engagement,Random Number,Selected (X),school,sex,race,academic engagement
"Foster, Prithviraj",Natural Sciences,male,Other,34,0.975924723,,,,,
"Dial, Felicity",Natural Sciences,female,Other,41,0.975974693,,,,,
"Soto Antonez, Jazmen",Engineering,female,Hispanic,36,0.975981762,,,,,
"Min, Anthony",Natural Sciences,male,Asian/Pacific Islander,32,0.976042607,,,,,
"Donner, Lohitha",Natural Sciences,female,Asian/Pacific Islander,38,0.976047189,,,,,
"Menard, Kody",Business Administration,male,White,34,0.976065633,,,,,
"Jurado, Fedelina",Natural Sciences,female,Hispanic,44,0.976080249,,,,,
"Alkema, Kristen",Natural Sciences,female,White,40,0.976087234,,,,,
"Cherrington, Preston",Education,male,Black,34,0.976131831,,,,,
"George, Robert",Natural Sciences,male,White,29,0.976158648,,,,,
"Mccarthy, Mickelle",Liberal Arts,female,White,31,0.976187524,,,,,
"Marks, Heather",Education,female,White,41,0.97621265,,,,,
"Londono Pardo, Megan",Liberal Arts,female,Hispanic,28,0.976214272,,,,,
"Brost, Jakayla",Architecture,female,White,41,0.976357182,,,,,
"Avelar, Daisy",Natural Sciences,female,Hispanic,34,0.976362458,,,,,
"Watson, Shane",Engineering,male,White,41,0.976406971,,,,,
"Hafley, Justin",Natural Sciences,male,White,39,0.976425746,,,,,
"Perea, Jerome",Communication,male,Hispanic,35,0.976504205,,,,,
"Saccomanno, Indira",Communication,female,Hispanic,33,0.976532805,,,,,
"Mares, Miguel",Liberal Arts,male,Hispanic,44,0.976551704,,,,,
"Boyett, Taylor",Business Administration,male,White,31,0.976569332,,,,,
"Maestas, Daisy",Business Administration,female,Hispanic,37,0.976571943,,,,,
"Arellanes, Uvaldo",Natural Sciences,male,Hispanic,33,0.976615227,,,,,
"Van Hove, Amber",Liberal Arts,female,White,34,0.976692207,,,,,
"Ketterman, Margaret",Engineering,female,White,41,0.976698028,,,,,
"Khanzada, Drew",Natural Sciences,male,White,30,0.97672153,,,,,
"Hunter, Matthew",Liberal Arts,male,White,33,0.976757891,,,,,
"Gonzalez, Anddy",Liberal Arts,male,Hispanic,20,0.976764989,,,,,
"Grzesiek, Juleone",Nursing,male,Hispanic,36,0.976800708,,,,,
"Hallenbeck, Briana",Nursing,female,Other,40,0.976818762,,,,,
"Thomas, Sierra",Natural Sciences,female,Black,38,0.976850697,,,,,
"Lucero, Christina",Natural Sciences,female,Hispanic,33,0.976890464,,,,,
"Montelongo, Daisy",Natural Sciences,female,Hispanic,36,0.977003105,,,,,
"Martinez, Jessica",Communication,female,Hispanic,35,0.977041464,,,,,
"Castaneda Cruz, Bianca",Liberal Arts,female,Hispanic,28,0.977048205,,,,,
"Ramirez, Nicholas",Engineering,male,Hispanic,45,0.977053472,,,,,
"Garcia, Edgar",Natural Sciences,male,Hispanic,40,0.977055246,,,,,
"Pacheco, Brittany",Communication,female,Hispanic,41,0.977062265,,,,,
"Peterson, Tatiana",Education,female,White,33,0.977113726,,,,,
"Mam, Blake",Communication,male,Asian/Pacific Islander,33,0.977116143,,,,,
"Ortiz, Tristen",Natural Sciences,male,Hispanic,33,0.977128534,,,,,
"Mazzetti, Austin",Liberal Arts,male,White,28,0.977149226,,,,,
"Ferrufino-Coqueugniot, Isaiah",Natural Sciences,male,Hispanic,37,0.977200509,,,,,
"Do, Eric",Engineering,male,Asian/Pacific Islander,38,0.977212094,,,,,
"Whitney, Brittany",Liberal Arts,female,White,26,0.977239494,,,,,
"Xiong, Kai",Liberal Arts,male,Asian/Pacific Islander,28,0.977272799,,,,,
"Dominguez, Danielle",Social Work,female,Hispanic,26,0.977320808,,,,,
"Snow, Denis",Business Administration,male,White,36,0.977345119,,,,,
"York, Elham",Liberal Arts,female,Asian/Pacific Islander,27,0.977384661,,,,,
"Frank, Kylie",Liberal Arts,female,White,28,0.977388408,,,,,
"Eisenbarth, Amie",Business Administration,female,Asian/Pacific Islander,45,0.977399405,,,,,
"Tamshen, Alexa",Fine Arts,female,White,43,0.977416108,,,,,
"Fisco Jr, Jaxziah",Natural Sciences,female,Asian/Pacific Islander,44,0.977477034,,,,,
"Brown, Thomas",Business Administration,male,White,38,0.977482548,,,,,
"Brown, Anna",Liberal Arts,female,White,30,0.9775626,,,,,
"Carvalho, Katlyn",Liberal Arts,female,White,29,0.977584981,,,,,
"Wagner, Adrian",Engineering,male,Hispanic,33,0.977607128,,,,,
"Speer, Colin",Natural Sciences,male,White,46,0.97760845,,,,,
"Sanchez, Hunter",Engineering,male,Hispanic,38,0.97768323,,,,,
"Villanueva, Fidel",Natural Sciences,male,Hispanic,28,0.977707465,,,,,
"Hotic-Alicic, Rowen",Undergraduate Studies,male,White,30,0.977714996,,,,,
"Garcia, Austin",Engineering,male,Other,35,0.977726863,,,,,
"Reed, Caleb",Liberal Arts,male,White,50,0.977738042,,,,,
"Robinson, Garrett",Engineering,male,White,40,0.97776054,,,,,
"Wallner, Margaret",Engineering,female,White,38,0.977806924,,,,,
"O Donnell, Ryan",Natural Sciences,male,White,39,0.977810884,,,,,
"Hazard, Molly",Liberal Arts,female,White,22,0.977820892,,,,,
"Macdonald, Thomas",Natural Sciences,male,White,34,0.977849226,,,,,
"Berry, Jordan",Nursing,female,White,35,0.977867175,,,,,
"Alarcon Medina, Domingo",Engineering,male,Other,37,0.977868526,,,,,
"Cone, Hannah",Business Administration,female,Other,38,0.977925911,,,,,
"Cameron, Brooks",Liberal Arts,male,White,28,0.977939012,,,,,
"White, Paige",Business Administration,female,White,42,0.977955354,,,,,
"Barrett, Corey",Engineering,male,White,39,0.977957137,,,,,
"Congleton, Calvin",Natural Sciences,male,White,52,0.977987966,,,,,
"Shockey, Jeffery",Communication,male,White,30,0.978010632,,,,,
"Lindner, Brandi",Natural Sciences,female,White,36,0.97802879,,,,,
"Rehner, Gregory",Engineering,male,White,60,0.978064781,,,,,
"Bowen, Cheyanne",Natural Sciences,female,White,34,0.9780921,,,,,
"Schlieman, Daniel",Natural Sciences,male,White,26,0.978104251,,,,,
"Metzler, Riley",Business Administration,female,White,32,0.978112135,,,,,
"Polanco, Jorge",Natural Sciences,male,Hispanic,54,0.978124546,,,,,
"Nobrega, Grace",Natural Sciences,female,Asian/Pacific Islander,35,0.978172953,,,,,
"Bailey, Odom",Natural Sciences,male,Asian/Pacific Islander,30,0.978184887,,,,,
"Miller, Anthony",Liberal Arts,male,Asian/Pacific Islander,32,0.978190434,,,,,
"Esslinger, Seth",Engineering,male,White,41,0.978193578,,,,,
"Diaz, Alexous",Natural Sciences,female,Hispanic,38,0.978205309,,,,,
"Wenzel, Allison",Natural Sciences,female,White,47,0.978210318,,,,,
"Norris, Natalie",Communication,female,Black,40,0.978222346,,,,,
"Rodriguez, Ebone",Education,female,Black,35,0.97824981,,,,,
"Bushman, Laosa",Natural Sciences,male,Asian/Pacific Islander,32,0.978272229,,,,,
"Siregar, Andrew",Engineering,male,Asian/Pacific Islander,42,0.978364051,,,,,
"Balintucas, Alyssa",Natural Sciences,female,Asian/Pacific Islander,42,0.9783777,,,,,
"Guerrero, Austyn",Engineering,male,Asian/Pacific Islander,42,0.978381355,,,,,
"Hathcock, Justin",Liberal Arts,male,Other,36,0.978419214,,,,,
"Alderete, David",Fine Arts,male,White,33,0.978420485,,,,,
"Reilly, Alana",Natural Sciences,female,Asian/Pacific Islander,37,0.978445921,,,,,
"Hepworth, Eric",Natural Sciences,male,Other,39,0.978453595,,,,,
"Le, Justin",Natural Sciences,male,Asian/Pacific Islander,31,0.978481922,,,,,
"Aldrete, Sarah",Undergraduate Studies,female,Hispanic,41,0.97850035,,,,,
"Rhatigan, Matthew",Engineering,male,Asian/Pacific Islander,43,0.978505034,,,,,
"Blount, Keynon",Liberal Arts,male,Black,43,0.978515543,,,,,
"Nguyen, Ohdomm",Business Administration,male,Asian/Pacific Islander,49,0.978529184,,,,,
"Nuttall, Samantha",Communication,female,White,40,0.978600961,,,,,
"Bier, Cory",Communication,male,White,35,0.978652093,,,,,
"Puhalovic, Haley",Liberal Arts,female,White,29,0.978660043,,,,,
"Ho, Abigail",Natural Sciences,female,Asian/Pacific Islander,37,0.978691294,,,,,
"Pursley, Bridget",Natural Sciences,female,White,36,0.978701243,,,,,
"Banuelos-Catano, Andrea",Natural Sciences,female,Hispanic,40,0.978750229,,,,,
"Mares, Evan",Communication,male,Hispanic,36,0.97877592,,,,,
"Delgadillo Nevarez, Luis",Liberal Arts,male,Hispanic,34,0.978784657,,,,,
"Ramazauskas, Emily",Natural Sciences,female,White,41,0.978794406,,,,,
"Sudendra, Elise",Communication,female,Other,34,0.978825126,,,,,
"Elliott, Alexi",Liberal Arts,female,White,31,0.978899435,,,,,
"Chavez, Deyanira",Fine Arts,female,Hispanic,44,0.97890544,,,,,
"Simons, Brandi",Natural Sciences,female,White,30,0.978966254,,,,,
"Ramesh, Adam",Engineering,male,Asian/Pacific Islander,39,0.97897342,,,,,
"Battugs, Tsenguunaa",Natural Sciences,female,Asian/Pacific Islander,37,0.979010813,,,,,
"Morales, Erick",Liberal Arts,male,Hispanic,39,0.979029705,,,,,
"Rogers, Brianna",Communication,female,White,34,0.97903171,,,,,
"Vargas Pena, Maria",Liberal Arts,female,Hispanic,28,0.979093624,,,,,
"Wright, Landon",Liberal Arts,male,White,35,0.979133468,,,,,
"Daniels, Kealey",Undergraduate Studies,female,White,39,0.979163156,,,,,
"Porras, Theodore",Engineering,male,White,48,0.979164901,,,,,
"Irineo, Kitana",Natural Sciences,female,Asian/Pacific Islander,35,0.979217046,,,,,
"Demoulin, Cherin",Natural Sciences,female,White,33,0.979275233,,,,,
"Corn, Alexandra",Natural Sciences,female,White,48,0.979285147,,,,,
"Ji, Janet",Natural Sciences,female,Asian/Pacific Islander,34,0.979297745,,,,,
"Curtis, Jordan",Nursing,female,White,44,0.979352971,,,,,
"Carland, Nicholas",Engineering,male,White,37,0.979357179,,,,,
"Chu, Seth",Business Administration,male,Asian/Pacific Islander,33,0.979358775,,,,,
"Pino, Yadira",Undergraduate Studies,female,Hispanic,59,0.979375339,,,,,
"Wagner, Elizabeth",Business Administration,female,White,39,0.979387784,,,,,
"Rauscher, Sarah",Education,female,White,55,0.97941344,,,,,
"Castillo, Alexis",Undergraduate Studies,female,White,45,0.979423158,,,,,
"Glaze, Melissa",Natural Sciences,female,White,32,0.979429373,,,,,
"Aponte, Jocelyn",Liberal Arts,female,Hispanic,28,0.979431982,,,,,
"Ho, Ivy",Natural Sciences,female,Other,53,0.979433159,,,,,
"Borbon, Bryan",Engineering,male,Asian/Pacific Islander,40,0.979451292,,,,,
"Martinez, Rhettly",Geosciences,female,Other,52,0.979457413,,,,,
"Prum, Angel",Natural Sciences,female,Asian/Pacific Islander,29,0.979514451,,,,,
"Reynolds, Kinshasa",Fine Arts,female,Other,38,0.979550651,,,,,
"Nourse, Christina",Liberal Arts,female,White,33,0.97956856,,,,,
"Morales, Ana",Communication,female,Hispanic,31,0.979586895,,,,,
"Petersen, Andy",Liberal Arts,male,Asian/Pacific Islander,22,0.979587385,,,,,
"Hawley, Jordan",Natural Sciences,male,White,40,0.979613258,,,,,
"Garcia, David",Natural Sciences,male,Hispanic,36,0.979649172,,,,,
"Trejo, Asha",Education,female,White,32,0.979658274,,,,,
"Mena, Ana",Education,female,Hispanic,60,0.979706952,,,,,
"Cosgrove, Lindsey",Natural Sciences,female,White,41,0.979707818,,,,,
"Vang, David",Business Administration,male,Asian/Pacific Islander,38,0.979716763,,,,,
"Amidon, Julia",Natural Sciences,female,White,38,0.979756976,,,,,
"Vega, Mireya",Engineering,female,Hispanic,36,0.97977217,,,,,
"Aldrich, Sasa",Natural Sciences,male,White,35,0.979821575,,,,,
"Scott, Adrianna",Liberal Arts,female,Black,25,0.979834264,,,,,
"Schwartz, Autumn",Geosciences,female,Other,51,0.979854748,,,,,
"Decker, Haley",Engineering,female,White,37,0.979856074,,,,,
"Williams, Amanda",Fine Arts,female,White,53,0.979893219,,,,,
"Morgan, Mireya",Education,female,Hispanic,28,0.979931361,,,,,
"Mcconnell, Kayla",Liberal Arts,female,White,35,0.979943426,,,,,
"Juarez, Andres",Engineering,male,Hispanic,37,0.979965038,,,,,
"Kale, Natalia",Liberal Arts,female,White,34,0.97998151,,,,,
"Grigsby, Caleb",Liberal Arts,male,White,26,0.979988282,,,,,
"Aragon, Alexander",Engineering,male,Hispanic,39,0.980001577,,,,,
"Ruggles, Salina",Geosciences,female,White,54,0.980031172,,,,,
"Bullard, Zen",Liberal Arts,male,White,34,0.980064029,,,,,
"Wissler, Jacob",Communication,male,White,39,0.980107108,,,,,
"Aiello, Sydnee",Liberal Arts,female,White,36,0.980136742,,,,,
"Griffin, Reesa",Business Administration,female,White,38,0.980141765,,,,,
"Ridenour, Carter",Business Administration,male,White,32,0.980142859,,,,,
"Baker, Brianna",Liberal Arts,female,White,31,0.980147777,,,,,
"Smith, Catelin",Business Administration,female,White,60,0.980164936,,,,,
"Maestas, Monica",Undergraduate Studies,female,White,59,0.98023539,,,,,
"Brown, Adam",Liberal Arts,male,White,27,0.980245843,,,,,
"Zhen, Ann",Business Administration,female,Asian/Pacific Islander,42,0.980255018,,,,,
"Ramirez, William",Communication,male,Hispanic,28,0.980292063,,,,,
"Anderson, Elora",Liberal Arts,female,White,27,0.980334394,,,,,
"Garcia, Drew",Natural Sciences,male,Hispanic,34,0.980346561,,,,,
"Lujan, Alvaro",Education,male,Hispanic,28,0.980360908,,,,,
"Bloesser, David",Natural Sciences,male,White,36,0.980428275,,,,,
"Gardner, Ella",Natural Sciences,female,White,41,0.980462147,,,,,
"Muckom, Mahdi",Natural Sciences,male,Asian/Pacific Islander,34,0.980498299,,,,,
"Wacker, Nicole",Communication,female,White,32,0.980508101,,,,,
"Silver, Sheresha",Liberal Arts,female,Hispanic,35,0.98051148,,,,,
"Ausman, Joseph",Geosciences,male,White,34,0.980548958,,,,,
"Scharf, Richard",Engineering,male,White,38,0.980598136,,,,,
"Moua, Kelsy",Education,female,Asian/Pacific Islander,37,0.980672785,,,,,
"Kearney, Rachel",Liberal Arts,female,White,34,0.980694877,,,,,
"Simmons, Brenda",Communication,female,Other,37,0.980704401,,,,,
"Escobar, Jessica",Architecture,female,Hispanic,26,0.980740023,,,,,
"Medina, Diego",Engineering,male,Other,38,0.980750795,,,,,
"Mendez, Kilikina",Business Administration,female,Other,36,0.980753242,,,,,
"Starr, Diana",Liberal Arts,female,Hispanic,31,0.980817195,,,,,
"Garcia Infante, Ashley",Liberal Arts,female,Hispanic,30,0.980831334,,,,,
"Espana Jr, Alejandra",Natural Sciences,female,Hispanic,36,0.980832835,,,,,
"Ziyadeh, Patrick",Business Administration,male,White,47,0.980883812,,,,,
"Oul, Jiho",Natural Sciences,male,Asian/Pacific Islander,31,0.980914888,,,,,
"Moore, Kayla",Engineering,female,White,36,0.980985227,,,,,
"Garcia, Estefany",Natural Sciences,female,Hispanic,46,0.981052519,,,,,
"Lee, Jeremiah",Liberal Arts,male,Asian/Pacific Islander,39,0.981055167,,,,,
"Rios, Isabella",Nursing,female,Hispanic,38,0.981119632,,,,,
"Kee, Anushkaran",Natural Sciences,male,Asian/Pacific Islander,39,0.981131493,,,,,
"Allen, Adriana",Natural Sciences,female,Other,34,0.98123255,,,,,
"Rangel Garcia, Jesus",Engineering,male,Hispanic,38,0.981265415,,,,,
"Alcala, Amberlei",Communication,female,Hispanic,37,0.981278297,,,,,
"Doan, Brandon",Engineering,male,Asian/Pacific Islander,35,0.981310987,,,,,
"Anderson, Tarah",Natural Sciences,female,White,32,0.98134586,,,,,
"Harling, Intahntea",Liberal Arts,female,Black,41,0.981393901,,,,,
"Hollowell, Anthony",Communication,male,Black,33,0.981424827,,,,,
"Nguyen, Paul",Natural Sciences,male,Asian/Pacific Islander,41,0.981426485,,,,,
"Herrera Parra, Erick",Natural Sciences,male,Hispanic,29,0.981432798,,,,,
"Alvarez, Rebecca",Natural Sciences,female,White,39,0.98145025,,,,,
"Gonzalez, Jharline",Liberal Arts,female,Hispanic,35,0.981503137,,,,,
"Lopez Quezada, Diana",Natural Sciences,female,Hispanic,36,0.981517659,,,,,
"Kendall, Killian",Liberal Arts,female,White,31,0.981552528,,,,,
"Robinson, Makenzie",Engineering,female,White,40,0.981567017,,,,,
"Valenzuela, Kayla",Engineering,female,White,45,0.981664391,,,,,
"Erb, Tryniti",Business Administration,female,White,31,0.981672746,,,,,
"Horton, Ashley",Undergraduate Studies,female,White,28,0.981705613,,,,,
"Sundara, Pornporm",Liberal Arts,male,Asian/Pacific Islander,24,0.981705983,,,,,
"Mcbryde, Ivy",Communication,female,Asian/Pacific Islander,31,0.981734707,,,,,
"Stevenson, Matthew",Engineering,male,White,37,0.981765161,,,,,
"Quintana, Sara",Communication,female,Hispanic,45,0.981775706,,,,,
"Matkin, Beau",Business Administration,male,White,37,0.981820194,,,,,
"Piko, Bryce",Natural Sciences,male,White,30,0.981835931,,,,,
"Arnold, Christopher",Undergraduate Studies,male,Black,32,0.981842201,,,,,
"Hemp, Erik",Natural Sciences,male,Hispanic,29,0.981847911,,,,,
"Ostrom, Morgan",Liberal Arts,female,Other,34,0.981869113,,,,,
"Jacquez, Joshua",Engineering,male,Hispanic,39,0.981895303,,,,,
"Nanstiel, Ashley",Education,female,White,34,0.981897058,,,,,
"Nanda, Kendra",Communication,female,Asian/Pacific Islander,34,0.98191027,,,,,
"Lupercio Jr, Victoria",Education,female,Hispanic,47,0.982031298,,,,,
"Adams, Deidra",Natural Sciences,female,Black,33,0.98203674,,,,,
"Kim, Sidharth",Natural Sciences,male,Asian/Pacific Islander,36,0.98205482,,,,,
"Mak, Melissa",Liberal Arts,female,White,29,0.982056861,,,,,
"Kilian, Jeffery",Engineering,male,White,36,0.98206218,,,,,
"Hancock, Cameron",Education,male,White,30,0.982073574,,,,,
"Clark, Calum",Natural Sciences,male,White,41,0.982089478,,,,,
"Heffron, Katherine",Fine Arts,female,White,51,0.982100993,,,,,
"Helfer, Tre",Communication,male,Other,45,0.982104672,,,,,
"Esquibel, Danielle",Fine Arts,female,Hispanic,44,0.982110578,,,,,
"Smith, Matthew",Engineering,male,White,35,0.982113328,,,,,
"Macaranas, Eric",Natural Sciences,male,Asian/Pacific Islander,40,0.982159731,,,,,
"Smith, Nicole",Liberal Arts,female,White,28,0.982168765,,,,,
"Ho, Thang",Engineering,male,Asian/Pacific Islander,37,0.982235777,,,,,
"Perkins, Effie",Natural Sciences,female,White,37,0.982237081,,,,,
"Evans, Justin",Engineering,male,White,37,0.98224931,,,,,
"Bowser, Jacob",Natural Sciences,male,White,36,0.982258794,,,,,
"Duran, Miguel",Natural Sciences,male,Hispanic,31,0.982265257,,,,,
"Balagot, Chelsea",Natural Sciences,female,Asian/Pacific Islander,55,0.982338533,,,,,
"Reiner, Addison",Liberal Arts,female,White,29,0.982368488,,,,,
"Lovato, Tyler",Liberal Arts,male,Hispanic,25,0.982411121,,,,,
"Huffaker, Madeleine",Nursing,female,White,38,0.982425665,,,,,
"Alemayohu, Precious",Natural Sciences,female,Other,45,0.982510126,,,,,
"Ebat, Derek",Natural Sciences,male,Asian/Pacific Islander,42,0.982536979,,,,,
"Southards, Destiny",Engineering,female,White,44,0.982584536,,,,,
"Jensen-Roberts, Joshua",Liberal Arts,male,White,30,0.982595359,,,,,
"Franklin, Caitlin",Natural Sciences,female,Black,38,0.982608674,,,,,
"Abrahams, Nicholas",Business Administration,male,White,36,0.982628092,,,,,
"Charles, Angela",Fine Arts,female,Other,41,0.982631735,,,,,
"Roybal, Cassidy",Education,female,Hispanic,35,0.982636188,,,,,
"Kim, Nikesh",Engineering,male,Asian/Pacific Islander,37,0.982689721,,,,,
"Schaaf, Benjamin",Communication,male,White,33,0.982710063,,,,,
"Sierra, Isaac",Liberal Arts,male,Hispanic,29,0.982718482,,,,,
"Lim, Ralph Patrick",Natural Sciences,male,Asian/Pacific Islander,32,0.982727676,,,,,
"Mchone, Spencer",Engineering,male,White,39,0.982769139,,,,,
"Smith, Josiah",Liberal Arts,male,Other,27,0.982783309,,,,,
"Lewis, Cody",Natural Sciences,male,White,28,0.982784974,,,,,
"Nguyen, Nadia",Business Administration,female,Asian/Pacific Islander,39,0.982786454,,,,,
"Dervishi Cooper, Spencer",Liberal Arts,male,White,26,0.982815005,,,,,
"Woodard, Denaya",Education,female,Black,33,0.982834989,,,,,
"Bailey, Gabriale",Natural Sciences,female,Black,36,0.982869832,,,,,
"King, Clee",Natural Sciences,male,Other,32,0.982879854,,,,,
"Svityashchuk, Elizabeth",Engineering,female,White,44,0.982885181,,,,,
"Pierce, Collin",Fine Arts,male,Other,40,0.982891927,,,,,
"Khatter, Isaiah",Natural Sciences,male,Asian/Pacific Islander,48,0.982923939,,,,,
"Jackson, Aubrey",Fine Arts,female,White,39,0.982929822,,,,,
"Silva, Yamel",Communication,female,Hispanic,37,0.982987237,,,,,
"Mahat, Myhue",Undergraduate Studies,female,Asian/Pacific Islander,38,0.983050995,,,,,
"Salh, Filipe",Business Administration,male,Other,34,0.983100646,,,,,
"Palomares, Jose",Business Administration,male,Hispanic,33,0.983164616,,,,,
"Stratton, Eli",Engineering,male,White,37,0.983188214,,,,,
"Ha, Savannah",Engineering,female,Asian/Pacific Islander,41,0.983195962,,,,,
"Camacho, Dena",Communication,female,Hispanic,41,0.983203454,,,,,
"Bratsch, Rebekah",Nursing,female,White,45,0.983208781,,,,,
"Fujiwara, Ireland",Business Administration,female,Asian/Pacific Islander,48,0.983210038,,,,,
"Aguilar, Michael",Liberal Arts,male,Hispanic,28,0.983228906,,,,,
"Henderson, Mikelle",Natural Sciences,female,Other,40,0.983235752,,,,,
"Laczkowski, Maya",Natural Sciences,female,White,33,0.983250008,,,,,
"Zito, Alexandra",Natural Sciences,female,White,37,0.983260268,,,,,
"Mora, Justice",Undergraduate Studies,female,Hispanic,31,0.983270439,,,,,
"Han, Rachael",Business Administration,female,Asian/Pacific Islander,42,0.983279965,,,,,
"Baig, Nikka",Education,female,Asian/Pacific Islander,33,0.983289302,,,,,
"Al Amin Jr, E'Phraim",Natural Sciences,male,Black,38,0.983329695,,,,,
"Verbeck, Austin",Natural Sciences,male,White,44,0.983349185,,,,,
"Padgett, Lauren",Business Administration,female,Hispanic,37,0.983374588,,,,,
"Coles, Benjamin",Business Administration,male,Other,33,0.983383053,,,,,
"Hartman, Alexi",Natural Sciences,female,White,41,0.983385323,,,,,
"Hirota, Kayla",Liberal Arts,female,Asian/Pacific Islander,36,0.983399798,,,,,
"Vasquez, Michael",Business Administration,male,Hispanic,32,0.983416711,,,,,
"Martinez, Ashlee",Liberal Arts,female,White,26,0.98343807,,,,,
"Finley, Domonique",Communication,female,Other,36,0.983460494,,,,,
"Turnbill, Stephanny",Natural Sciences,female,Hispanic,56,0.983465139,,,,,
"Aragon, Melissa",Education,female,Hispanic,34,0.983480278,,,,,
"Bruny, Asmir",Engineering,male,White,37,0.983502417,,,,,
"Malmsbury, Richard",Natural Sciences,male,Asian/Pacific Islander,31,0.983515985,,,,,
"Fuller, Alexander",Natural Sciences,male,White,40,0.983524473,,,,,
"Lee, Kristen",Engineering,female,White,52,0.983577601,,,,,
"Mcwilliams, Khamsouk",Natural Sciences,male,Asian/Pacific Islander,35,0.983588882,,,,,
"Gallegos, Dominic",Business Administration,male,Hispanic,39,0.983618587,,,,,
"Greenwood, Michaela",Liberal Arts,female,White,26,0.983641546,,,,,
"Martinez, Mason",Engineering,male,Other,47,0.983644967,,,,,
"Parry, Jorge",Liberal Arts,male,Hispanic,28,0.983668556,,,,,
"Raddatz, Nellie",Liberal Arts,female,White,22,0.983685514,,,,,
"Schneider, Krystal",Engineering,female,White,60,0.983738807,,,,,
"Basile, Tia",Communication,female,White,39,0.983751793,,,,,
"Penner, Rachel",Natural Sciences,female,White,37,0.98375598,,,,,
"Shafi, Jamie",Education,female,Asian/Pacific Islander,42,0.983784385,,,,,
"Matsumoto, Uyen",Liberal Arts,female,Asian/Pacific Islander,35,0.983784393,,,,,
"Felix, Connor",Natural Sciences,male,Asian/Pacific Islander,41,0.983794111,,,,,
"Toone, Clayton",Liberal Arts,male,White,23,0.983825851,,,,,
"Walmsley, Riley",Engineering,male,White,38,0.983854902,,,,,
"Hankin, Marc",Liberal Arts,male,White,36,0.983893913,,,,,
"Phan, Karen",Nursing,female,Asian/Pacific Islander,40,0.98396297,,,,,
"Cruz, Parth",Liberal Arts,male,Asian/Pacific Islander,24,0.984000106,,,,,
"Stinson, Cord",Natural Sciences,male,White,34,0.984053575,,,,,
"Meraz, David",Engineering,male,Hispanic,35,0.984072653,,,,,
"Blanchard, Benjamin",Natural Sciences,male,Asian/Pacific Islander,31,0.98411109,,,,,
"Pickert, Logan",Undergraduate Studies,male,White,46,0.984112863,,,,,
"Mendez, Christopher",Natural Sciences,male,Hispanic,35,0.984153158,,,,,
"Dixit, Jehan",Communication,female,Asian/Pacific Islander,44,0.984171714,,,,,
"Hughes, Caitlin",Engineering,female,White,39,0.984179757,,,,,
"Burr, Garrett",Natural Sciences,male,White,33,0.984211125,,,,,
"Avalos, Luis",Natural Sciences,male,Hispanic,32,0.984229784,,,,,
"Tolle, Kaitlin",Education,female,White,43,0.984233037,,,,,
"Hamblin, Taryn",Liberal Arts,female,White,31,0.984251455,,,,,
"Schmidt, Naomi",Natural Sciences,female,Asian/Pacific Islander,50,0.984268568,,,,,
"Kehmeier, Alexandra",Natural Sciences,female,White,39,0.984309227,,,,,
"Carrillo, Jacqueline",Natural Sciences,female,Hispanic,42,0.984338589,,,,,
"Berg, Breann",Education,female,Asian/Pacific Islander,31,0.984423049,,,,,
"Guerrero, Leopoldo",Communication,male,Hispanic,32,0.984441764,,,,,
"Doughty, Kenneth",Engineering,male,White,37,0.984456081,,,,,
"Ramirez, Shaylene",Education,female,Hispanic,34,0.984461464,,,,,
"Vermeer, Garrett",Natural Sciences,male,White,35,0.984473803,,,,,
"Johnson, Ashanae",Communication,female,Black,32,0.98448246,,,,,
"Cha, Christina",Business Administration,female,Asian/Pacific Islander,36,0.984531074,,,,,
"Koepping, Austin",Natural Sciences,male,White,36,0.984627191,,,,,
"Pottorff, Brett",Natural Sciences,male,White,34,0.984714807,,,,,
"Hickman, Joanna",Undergraduate Studies,female,Black,31,0.984740244,,,,,
"Quintana, Lavi",Engineering,male,Asian/Pacific Islander,34,0.984743139,,,,,
"Carrizosa, Vanessa",Natural Sciences,female,Other,34,0.984789799,,,,,
"Moss, Baylee",Liberal Arts,female,White,33,0.984806941,,,,,
"Webster, Ashlyn",Communication,female,White,43,0.984826196,,,,,
"Maize, Fatima",Liberal Arts,female,Hispanic,29,0.984833994,,,,,
"Ragland, Trae",Undergraduate Studies,male,Black,39,0.984841661,,,,,
"Trueax, Keun",Engineering,male,American Indian,42,0.984842138,,,,,
"Leon Medina, Rochelle",Undergraduate Studies,female,Hispanic,35,0.984885151,,,,,
"Levine, Hannah",Natural Sciences,female,White,32,0.984895486,,,,,
"Zhao, Cassandra",Natural Sciences,female,Asian/Pacific Islander,36,0.984943267,,,,,
"Anderson, Christine",Natural Sciences,female,White,33,0.984955336,,,,,
"Gonzales, Daniela",Natural Sciences,female,Hispanic,37,0.984972518,,,,,
"Low, Chiao-Chieh",Engineering,male,Asian/Pacific Islander,37,0.984999073,,,,,
"Porras Baquera, Austin",Communication,male,Hispanic,29,0.98502273,,,,,
"Widiger, Brandon",Natural Sciences,male,Asian/Pacific Islander,35,0.985030057,,,,,
"Downs, Cashion",Undergraduate Studies,female,White,60,0.985040731,,,,,
"Jimenez, Moses",Natural Sciences,male,Asian/Pacific Islander,32,0.985095246,,,,,
"Wilkes, Jamie",Natural Sciences,female,White,46,0.985152632,,,,,
"Blatzer, Brian",Natural Sciences,male,White,20,0.985163953,,,,,
